32,57,830,-265
32,57,878,-265
32,57,926,-265
32,57,974,-264
32,58,22,-263
32,58,70,-266
32,58,118,-266
32,58,166,-265
32,58,214,-264
32,58,262,-265
32,58,310,-266
32,58,358,-266
32,58,406,-264
32,58,454,-265
32,58,502,-266
32,58,550,-263
32,58,598,-265
32,58,646,-266
32,58,694,-265
32,58,742,-264
32,58,790,-263
32,58,838,-266
32,58,886,-266
32,58,934,-265
32,58,982,-264
32,59,30,-266
32,59,78,-266
32,59,126,-266
32,59,174,-265
32,59,222,-265
32,59,270,-265
32,59,318,-265
32,59,366,-265
32,59,414,-265
32,59,461,-265
32,59,510,-265
32,59,557,-266
32,59,605,-265
32,59,653,-265
32,59,701,-266
32,59,749,-265
32,59,797,-265
32,59,845,-265
32,59,893,-265
32,59,941,-265
32,59,989,-265
33,0,37,-265
33,0,85,-265
33,0,133,-266
33,0,181,-265
33,0,229,-265
33,0,277,-265
33,0,325,-266
33,0,373,-265
33,0,421,-265
33,0,469,-265
33,0,517,-266
33,0,565,-266
33,0,613,-265
33,0,661,-265
33,0,709,-265
33,0,757,-266
33,0,805,-266
33,0,853,-265
33,0,901,-265
33,0,949,-265
33,0,997,-265
33,1,45,-265
33,1,93,-265
33,1,141,-265
33,1,189,-266
33,1,241,-265
33,1,285,-265
33,1,333,-265
33,1,381,-265
33,1,429,-265
33,1,477,-265
33,1,525,-265
33,1,573,-266
33,1,621,-265
33,1,669,-265
33,1,717,-265
33,1,765,-265
33,1,813,-266
33,1,861,-265
33,1,909,-265
33,1,957,-265
33,2,5,-265
33,2,53,-265
33,2,101,-265
33,2,149,-265
33,2,197,-265
33,2,245,-265
33,2,293,-265
33,2,341,-265
33,2,389,-265
33,2,437,-265
33,2,485,-266
33,2,533,-266
33,2,581,-266
33,2,629,-266
33,2,677,-265
33,2,725,-265
33,2,773,-265
33,2,821,-266
33,2,869,-265
33,2,917,-265
33,2,965,-265
33,3,13,-265
33,3,61,-266
33,3,109,-266
33,3,157,-266
33,3,205,-265
33,3,253,-265
33,3,301,-265
33,3,349,-265
33,3,397,-265
33,3,445,-265
33,3,493,-265
33,3,541,-265
33,3,589,-266
33,3,637,-266
33,3,685,-266
33,3,733,-266
33,3,781,-265
33,3,829,-265
33,3,877,-265
33,3,925,-265
33,3,973,-265
33,4,21,-265
33,4,69,-265
33,4,117,-265
33,4,165,-265
33,4,213,-265
33,4,261,-265
33,4,309,-266
33,4,357,-266
33,4,404,-265
33,4,452,-265
33,4,500,-265
33,4,548,-266
33,4,596,-266
33,4,644,-265
33,4,692,-265
33,4,740,-266
33,4,788,-266
33,4,836,-266
33,4,884,-266
33,4,932,-266
33,4,980,-266
33,5,28,-265
33,5,76,-265
33,5,124,-266
33,5,172,-266
33,5,220,-265
33,5,268,-265
33,5,316,-265
33,5,364,-265
33,5,412,-265
33,5,460,-265
33,5,508,-265
33,5,556,-266
33,5,604,-266
33,5,652,-265
33,5,700,-265
33,5,748,-266
33,5,796,-266
33,5,844,-265
33,5,892,-265
33,5,940,-266
33,5,988,-266
33,6,36,-265
33,6,84,-265
33,6,132,-265
33,6,180,-265
33,6,228,-265
33,6,276,-265
33,6,324,-265
33,6,372,-265
33,6,420,-265
33,6,468,-265
33,6,516,-265
33,6,564,-266
33,6,612,-266
33,6,660,-265
33,6,708,-265
33,6,756,-265
33,6,804,-265
33,6,852,-265
33,6,900,-265
33,6,948,-266
33,6,996,-265
33,7,44,-265
33,7,92,-265
33,7,140,-265
33,7,188,-265
33,7,236,-265
33,7,284,-265
33,7,332,-266
33,7,380,-265
33,7,428,-265
33,7,476,-265
33,7,524,-265
33,7,572,-265
33,7,620,-265
33,7,668,-265
33,7,716,-265
33,7,764,-265
33,7,812,-265
33,7,860,-265
33,7,908,-265
33,7,956,-265
33,8,4,-265
33,8,52,-265
33,8,100,-265
33,8,148,-265
33,8,196,-265
33,8,244,-265
33,8,292,-265
33,8,340,-265
33,8,388,-265
33,8,436,-265
33,8,484,-265
33,8,532,-265
33,8,580,-265
33,8,628,-265
33,8,676,-265
33,8,724,-265
33,8,772,-266
33,8,820,-266
33,8,868,-266
33,8,916,-266
33,8,964,-266
33,9,12,-265
33,9,60,-265
33,9,108,-265
33,9,156,-265
33,9,204,-265
33,9,252,-265
33,9,300,-266
33,9,347,-266
33,9,395,-265
33,9,443,-265
33,9,491,-265
33,9,539,-266
33,9,587,-266
33,9,635,-266
33,9,683,-265
33,9,731,-265
33,9,779,-265
33,9,827,-265
33,9,875,-265
33,9,923,-265
33,9,971,-266
33,10,19,-265
33,10,67,-265
33,10,115,-265
33,10,163,-266
33,10,211,-265
33,10,259,-265
33,10,307,-265
33,10,355,-265
33,10,403,-265
33,10,451,-265
33,10,499,-265
33,10,547,-265
33,10,595,-266
33,10,643,-266
33,10,691,-266
33,10,739,-265
33,10,787,-265
33,10,835,-265
33,10,883,-265
33,10,931,-265
33,10,979,-266
33,11,27,-265
33,11,75,-264
33,11,123,-265
33,11,171,-266
33,11,219,-266
33,11,267,-265
33,11,315,-265
33,11,363,-266
33,11,411,-266
33,11,459,-265
33,11,507,-265
