-205,-3
-142,-3
26,-3
21,-3
20,-3
20,-3
20,-3
19,-3
19,-3
19,-3
19,-3
19,-3
19,-3
19,-3
19,-3
13,-3
27,-3
26,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
27,-3
28,-3
27,-3
28,-3
28,-3
27,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
28,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
30,-3
30,-3
30,-3
29,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
31,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
36,-3
37,-3
32,-3
40,-3
31,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
30,-3
29,-3
29,-3
30,-3
30,-3
30,-3
29,-3
31,-3
31,-3
31,-3
30,-3
31,-3
31,-3
31,-3
31,-3
30,-3
30,-3
30,-3
31,-3
31,-3
31,-3
30,-3
28,-3
30,-3
28,-3
28,-3
29,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
26,-3
18,-3
28,-3
28,-3
34,-3
30,-3
31,-3
32,-3
34,-3
33,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
32,-3
33,-3
33,-3
36,-3
34,-3
33,-3
33,-3
33,-3
33,-3
33,-3
33,-3
33,-3
33,-3
33,-3
33,-3
33,-3
36,-3
37,-3
33,-3
29,-3
29,-3
29,-3
29,-3
29,-3
29,-3
43,-3
34,-3
34,-3
34,-3
33,-3
37,-3
39,-3
39,-3
36,-3
36,-3
35,-3
31,-3
31,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
30,-3
31,-3
31,-3
32,-3
31,-3
31,-3
31,-3
31,-3
31,-3
35,-3
27,-3
29,-3
29,-3
29,-3
34,-3
46,-3
46,-3
37,-3
33,-3
33,-3
33,-3
33,-3
33,-3
35,-3
36,-3
37,-3
33,-3
33,-3
33,-3
33,-3
38,-3
43,-3
34,-3
33,-3
33,-3
34,-3
38,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
34,-3
35,-3
34,-3
34,-3
34,-3
35,-3
35,-3
35,-3
34,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
36,-3
36,-3
36,-3
36,-3
36,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
35,-3
36,-3
49,-3
47,-3
40,-3
37,-3
37,-3
40,-3
47,-3
48,-3
44,-3
39,-3
41,-3
41,-3
42,-3
42,-3
41,-3
39,-3
40,-3
38,-3
36,-3
38,-3
41,-3
